Filter_1,Filter_1_1,Filter_1_2,Year,Batch,Number,Individual_Total,Individual_Treat,Phase,Species,Treatment,Treatment_Name,Resting_seconds,Active_seconds,vid_length,Resting_prop,Active_prop,Resting_entries,Active_entries,Resting_first_entry_time,Active_first_entry_time,Active_per_period,Diff_Activity,Change_Activity
2,0,0,22,4,3975,431,31,3,RT,Arg.002,Treat(Arg.002)Post,300,0,300,1,0,1,0,0,NA,0,-13.029,-1
2,0,0,22,4,3976,432,32,1,RT,Arg.002,Treat(Arg.002)Pre,297.7,2.301,300.001,0.992,0.008,4,3,0,34.161,0.767,NA,NA
2,0,0,22,4,3977,432,32,2,RT,Arg.002,Treat(Arg.002)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-2.301,-1
2,0,0,22,4,3978,432,32,3,RT,Arg.002,Treat(Arg.002)Post,300,0,300,1,0,1,0,0,NA,0,-2.301,-1
2,0,0,22,4,3979,433,33,1,RT,Arg.002,Treat(Arg.002)Pre,281.027,18.974,300.001,0.937,0.063,16,15,0,31.921,1.264933,NA,NA
2,0,0,22,4,3980,433,33,2,RT,Arg.002,Treat(Arg.002)Stim,293.625,6.376,300.001,0.978747,0.021253,7,6,0,158.76,1.062667,-12.598,-0.663961
2,0,0,22,4,3981,433,33,3,RT,Arg.002,Treat(Arg.002)Post,300,0,300,1,0,1,0,0,NA,0,-18.974,-1
2,0,0,22,4,3982,434,34,1,RT,Arg.002,Treat(Arg.002)Pre,265.778,34.223,300.001,0.886,0.114,17,17,0,52.981,2.013118,NA,NA
2,0,0,22,4,3983,434,34,2,RT,Arg.002,Treat(Arg.002)Stim,290.798,9.203,300.001,0.969323,0.030677,6,5,0,2.3,1.8406,-25.02,-0.731087
2,0,0,22,4,3984,434,34,3,RT,Arg.002,Treat(Arg.002)Post,296.91,3.09,300,0.99,0.01,5,4,0,57.243,0.7725,-31.133,-0.90971
2,0,0,22,4,3985,435,35,1,RT,Arg.002,Treat(Arg.002)Pre,219.245,80.756,300.001,0.731,0.269,25,25,8.881,0,3.23024,NA,NA
2,0,0,22,4,3986,435,35,2,RT,Arg.002,Treat(Arg.002)Stim,248.038,51.963,300.001,0.826791,0.173209,26,26,1.819,0,1.998577,-28.793,-0.356543
2,0,0,22,4,3987,435,35,3,RT,Arg.002,Treat(Arg.002)Post,291.272,8.728,300,0.971,0.029,8,7,0,92.66,1.246857,-72.028,-0.891921
2,0,0,22,4,3988,436,36,1,RT,Arg.002,Treat(Arg.002)Pre,299.225,0.776,300.001,0.997,0.003,2,1,0,105.244,0.776,NA,NA
2,0,0,22,4,3989,436,36,2,RT,Arg.002,Treat(Arg.002)Stim,300,0,300,1,0,1,0,0,NA,0,-0.776,-1
2,0,0,22,4,3990,436,36,3,RT,Arg.002,Treat(Arg.002)Post,300,0,300,1,0,1,0,0,NA,0,-0.776,-1
2,0,0,22,4,3991,437,37,1,RT,Arg.002,Treat(Arg.002)Pre,289.485,10.516,300.001,0.965,0.035,9,8,0,66.161,1.3145,NA,NA
2,0,0,22,4,3992,437,37,2,RT,Arg.002,Treat(Arg.002)Stim,296.157,3.844,300.001,0.987187,0.012813,5,4,0,90.779,0.961,-6.672,-0.634462
2,0,0,22,4,3993,437,37,3,RT,Arg.002,Treat(Arg.002)Post,298.719,1.281,300,0.996,0.004,2,1,0,196.66,1.281,-9.235,-0.878186
2,0,0,22,4,3994,438,38,1,RT,Arg.002,Treat(Arg.002)Pre,297.445,2.556,300.001,0.991,0.009,3,2,0,269.521,1.278,NA,NA
2,0,0,22,4,3995,438,38,2,RT,Arg.002,Treat(Arg.002)Stim,295.644,4.357,300.001,0.985477,0.014523,4,3,0,121.301,1.452333,1.801,0.704617
2,0,0,22,4,3996,438,38,3,RT,Arg.002,Treat(Arg.002)Post,298.201,1.799,300,0.994,0.006,2,1,0,21.02,1.799,-0.757,-0.296166
2,0,0,22,4,3997,439,39,1,RT,Arg.002,Treat(Arg.002)Pre,282.831,17.17,300.001,0.943,0.057,10,9,0,19.201,1.907778,NA,NA
2,0,0,22,4,3998,439,39,2,RT,Arg.002,Treat(Arg.002)Stim,275.686,24.315,300.001,0.91895,0.08105,8,7,0,31.5,3.473571,7.145,0.416133
2,0,0,22,4,3999,439,39,3,RT,Arg.002,Treat(Arg.002)Post,281.118,18.882,300,0.937,0.063,8,7,0,80.82,2.697429,1.712,0.099709
2,0,0,22,4,4000,440,40,1,RT,Arg.002,Treat(Arg.002)Pre,299.24,0.761,300.001,0.997,0.003,2,1,0,75.981,0.761,NA,NA
2,0,0,22,4,4001,440,40,2,RT,Arg.002,Treat(Arg.002)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-0.761,-1
2,0,0,22,4,4002,440,40,3,RT,Arg.002,Treat(Arg.002)Post,300,0,300,1,0,1,0,0,NA,0,-0.761,-1
2,0,0,22,1,4003,441,1,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,282.287,17.714,300.001,0.941,0.059,8,8,0,31.259,2.21425,NA,NA
2,0,0,22,1,4004,441,1,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,269.784,30.217,300.001,0.899277,0.100723,22,21,0,62.9,1.438905,12.503,0.705826
2,0,0,22,1,4005,441,1,3,RT,ArgTric,Treat(ArgTric.02.024)Post,277.716,22.285,300.001,0.926,0.074,33,32,0,12.144,0.696406,4.571,0.258044
2,0,0,22,1,4006,442,2,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,281.338,18.661,299.999,0.938,0.062,8,7,0,122.439,2.665857,NA,NA
2,0,0,22,1,4007,442,2,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,273.349,26.652,300.001,0.91116,0.08884,18,17,0,115.185,1.567765,7.991,0.428219
2,0,0,22,1,4008,442,2,3,RT,ArgTric,Treat(ArgTric.02.024)Post,277.768,22.233,300.001,0.926,0.074,10,9,0,5.58,2.470333,3.572,0.191415
2,0,0,22,1,4009,443,3,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,291.013,8.988,300.001,0.97,0.03,9,8,0,45.92,1.1235,NA,NA
2,0,0,22,1,4010,443,3,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,264.426,35.575,300.001,0.881417,0.118583,23,22,0,36.123,1.617045,26.587,2.958055
2,0,0,22,1,4011,443,3,3,RT,ArgTric,Treat(ArgTric.02.024)Post,267.89,32.111,300.001,0.893,0.107,31,30,0,2.224,1.070367,23.123,2.572652
2,0,0,22,1,4012,444,4,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,293.602,6.399,300.001,0.979,0.021,4,3,0,98.502,2.133,NA,NA
2,0,0,22,1,4013,444,4,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,276.199,23.802,300.001,0.92066,0.07934,14,13,0,95.62,1.830923,17.403,2.719644
2,0,0,22,1,4014,444,4,3,RT,ArgTric,Treat(ArgTric.02.024)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-6.399,-1
2,0,0,22,1,4015,445,5,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,286.433,13.568,300.001,0.955,0.045,7,6,0,2.1,2.261333,NA,NA
2,0,0,22,1,4016,445,5,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,291.292,8.709,300.001,0.97097,0.02903,6,5,0,55.101,1.7418,-4.859,-0.358122
2,0,0,22,1,4017,445,5,3,RT,ArgTric,Treat(ArgTric.02.024)Post,269.892,30.109,300.001,0.9,0.1,28,27,0,10.06,1.115148,16.541,1.219119
2,0,0,22,1,4018,446,6,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,282.826,17.175,300.001,0.943,0.057,9,8,0,26.72,2.146875,NA,NA
2,0,0,22,1,4019,446,6,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,276.955,23.046,300.001,0.92318,0.07682,8,7,0,18.061,3.292286,5.871,0.341834
2,0,0,22,1,4020,446,6,3,RT,ArgTric,Treat(ArgTric.02.024)Post,275.191,24.81,300.001,0.917,0.083,14,13,0,24.501,1.908462,7.635,0.444541
2,0,0,22,1,4021,447,7,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,252.669,47.332,300.001,0.842,0.158,15,15,3,0,3.155467,NA,NA
2,0,0,22,1,4022,447,7,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,252.878,47.123,300.001,0.842924,0.157076,22,21,0,17.04,2.243952,-0.209,-0.004416
2,0,0,22,1,4023,447,7,3,RT,ArgTric,Treat(ArgTric.02.024)Post,274.404,25.597,300.001,0.915,0.085,20,19,0,10.62,1.347211,-21.735,-0.459203
2,0,0,22,1,4024,448,8,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,179.607,120.394,300.001,0.599,0.401,10,9,0,3.081,13.377111,NA,NA
2,0,0,22,1,4025,448,8,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,192.042,107.959,300.001,0.640138,0.359862,11,11,14.179,0,9.814455,-12.435,-0.103286
2,0,0,22,1,4026,448,8,3,RT,ArgTric,Treat(ArgTric.02.024)Post,266.542,33.459,300.001,0.888,0.112,9,8,0,3.32,4.182375,-86.935,-0.722087
2,0,0,22,1,4027,449,9,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,296.666,3.335,300.001,0.989,0.011,3,2,0,30.385,1.6675,NA,NA
2,0,0,22,1,4028,449,9,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-3.335,-1
2,0,0,22,1,4029,449,9,3,RT,ArgTric,Treat(ArgTric.02.024)Post,299.241,0.76,300.001,0.997,0.003,2,1,0,167.801,0.76,-2.575,-0.772114
2,0,0,22,1,4030,450,10,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,1,4031,450,10,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,252.906,47.095,300.001,0.843017,0.156983,25,24,0,20.68,1.962292,47.095,NA
2,0,0,22,1,4032,450,10,3,RT,ArgTric,Treat(ArgTric.02.024)Post,259.821,40.18,300.001,0.866,0.134,20,19,0,2,2.114737,40.18,NA
2,0,0,22,2,4033,451,11,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,278,22.001,300.001,0.927,0.073,12,11,0,165.744,2.000091,NA,NA
2,0,0,22,2,4034,451,11,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,203.273,96.727,300,0.677577,0.322423,20,19,0,12.081,5.090895,74.726,3.396482
2,0,0,22,2,4035,451,11,3,RT,ArgTric,Treat(ArgTric.02.024)Post,252.94,47.061,300.001,0.843,0.157,15,14,0,23.121,3.3615,25.06,1.139039
2,0,0,22,2,4036,452,12,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,279.54,20.461,300.001,0.932,0.068,9,8,0,40.381,2.557625,NA,NA
2,0,0,22,2,4037,452,12,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,278.255,21.746,300.001,0.927514,0.072486,12,11,0,7.365,1.976909,1.285,0.062802
2,0,0,22,2,4038,452,12,3,RT,ArgTric,Treat(ArgTric.02.024)Post,286.424,13.577,300.001,0.955,0.045,14,13,0,12.145,1.044385,-6.884,-0.336445
2,0,0,22,2,4039,453,13,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,289.71,10.291,300.001,0.966,0.034,8,8,1.059,0,1.286375,NA,NA
2,0,0,22,2,4040,453,13,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,300,0,300,1,0,1,0,0,NA,0,-10.291,-1
2,0,0,22,2,4041,453,13,3,RT,ArgTric,Treat(ArgTric.02.024)Post,292.797,7.204,300.001,0.976,0.024,7,6,0,93.062,1.200667,-3.087,-0.299971
2,0,0,22,2,4042,454,14,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,292.569,7.432,300.001,0.975,0.025,6,5,0,131.441,1.4864,NA,NA
2,0,0,22,2,4043,454,14,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,290.009,9.991,300,0.966697,0.033303,6,5,0,36.021,1.9982,2.559,0.344322
2,0,0,22,2,4044,454,14,3,RT,ArgTric,Treat(ArgTric.02.024)Post,269.296,30.705,300.001,0.898,0.102,11,10,0,37.723,3.0705,23.273,3.131459
2,0,0,22,2,4045,455,15,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,274.673,25.328,300.001,0.916,0.084,17,16,0,12.486,1.583,NA,NA
2,0,0,22,2,4046,455,15,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,210.869,89.131,300,0.702897,0.297103,27,28,2.279,0,3.18325,63.803,2.51907
2,0,0,22,2,4047,455,15,3,RT,ArgTric,Treat(ArgTric.02.024)Post,214.615,85.386,300.001,0.715,0.285,30,30,0,6.32,2.8462,60.058,2.37121
2,0,0,22,2,4048,456,16,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,291.287,8.714,300.001,0.971,0.029,9,8,0,15.82,1.08925,NA,NA
2,0,0,22,2,4049,456,16,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,275.998,24.002,300,0.919993,0.080007,13,12,0,1.981,2.000167,15.288,1.754418
2,0,0,22,2,4050,456,16,3,RT,ArgTric,Treat(ArgTric.02.024)Post,266.653,33.348,300.001,0.889,0.111,22,21,0,27.619,1.588,24.634,2.826945
2,0,0,22,2,4051,457,17,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,270.656,29.345,300.001,0.902,0.098,16,15,0,40.14,1.956333,NA,NA
2,0,0,22,2,4052,457,17,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,241.648,58.353,300.001,0.805491,0.194509,28,27,0,2.98,2.161222,29.008,0.988516
2,0,0,22,2,4053,457,17,3,RT,ArgTric,Treat(ArgTric.02.024)Post,269.459,30.542,300.001,0.898,0.102,21,20,0,15.984,1.5271,1.197,0.040791
2,0,0,22,2,4054,458,18,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,285.344,14.657,300.001,0.951,0.049,9,9,0,66.321,1.628556,NA,NA
2,0,0,22,2,4055,458,18,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,284.896,15.104,300,0.949653,0.050347,9,8,0,100.52,1.888,0.447,0.030497
2,0,0,22,2,4056,458,18,3,RT,ArgTric,Treat(ArgTric.02.024)Post,267.491,32.51,300.001,0.892,0.108,12,12,1.62,0,2.709167,17.853,1.218053
2,0,0,22,2,4057,459,19,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,2,4058,459,19,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,272.801,27.2,300.001,0.909334,0.090666,16,16,0,35.526,1.7,27.2,NA
2,0,0,22,2,4059,459,19,3,RT,ArgTric,Treat(ArgTric.02.024)Post,258.834,41.167,300.001,0.863,0.137,22,22,1.78,0,1.871227,41.167,NA
2,0,0,22,2,4060,460,20,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,279.74,20.261,300.001,0.932,0.068,15,14,0,47.241,1.447214,NA,NA
2,0,0,22,2,4061,460,20,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,245.223,54.778,300.001,0.817407,0.182593,29,28,0,10.919,1.956357,34.517,1.703618
2,0,0,22,2,4062,460,20,3,RT,ArgTric,Treat(ArgTric.02.024)Post,238.603,61.398,300.001,0.795,0.205,41,41,2.061,0,1.497512,41.137,2.030354
2,0,0,22,3,4063,461,21,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,254.565,45.436,300.001,0.849,0.151,14,13,0,55.2,3.495077,NA,NA
2,0,0,22,3,4064,461,21,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,234.986,65.015,300.001,0.783284,0.216716,18,17,0,82.701,3.824412,19.579,0.430914
2,0,0,22,3,4065,461,21,3,RT,ArgTric,Treat(ArgTric.02.024)Post,239.785,60.216,300.001,0.799,0.201,47,46,0,4.88,1.309043,14.78,0.325293
2,0,0,22,3,4066,462,22,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,279.002,20.999,300.001,0.93,0.07,14,13,0,41.18,1.615308,NA,NA
2,0,0,22,3,4067,462,22,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,262.039,37.962,300.001,0.87346,0.12654,14,13,0,43.099,2.920154,16.963,0.8078
2,0,0,22,3,4068,462,22,3,RT,ArgTric,Treat(ArgTric.02.024)Post,277.718,22.283,300.001,0.926,0.074,23,23,0,13.919,0.968826,1.284,0.061146
2,0,0,22,3,4069,463,23,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,292.601,7.4,300.001,0.975,0.025,5,4,0,129.341,1.85,NA,NA
2,0,0,22,3,4070,463,23,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,276.748,23.252,300,0.922493,0.077507,12,11,0,18.7,2.113818,15.852,2.142162
2,0,0,22,3,4071,463,23,3,RT,ArgTric,Treat(ArgTric.02.024)Post,268.26,31.741,300.001,0.894,0.106,11,10,0,48.4,3.1741,24.341,3.289324
2,0,0,22,3,4072,464,24,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,265.572,34.429,300.001,0.885,0.115,11,10,0,17.379,3.4429,NA,NA
2,0,0,22,3,4073,464,24,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,287.695,12.306,300.001,0.95898,0.04102,4,4,6.16,0,3.0765,-22.123,-0.642569
2,0,0,22,3,4074,464,24,3,RT,ArgTric,Treat(ArgTric.02.024)Post,277.713,22.288,300.001,0.926,0.074,13,12,0,39.881,1.857333,-12.141,-0.352639
2,0,0,22,3,4075,465,25,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,299.482,0.519,300.001,0.998,0.002,2,1,0,291.381,0.519,NA,NA
2,0,0,22,3,4076,465,25,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,279.177,20.824,300.001,0.930587,0.069413,9,9,0,61.26,2.313778,20.305,39.123314
2,0,0,22,3,4077,465,25,3,RT,ArgTric,Treat(ArgTric.02.024)Post,250.532,49.469,300.001,0.835,0.165,16,16,3.661,0,3.091813,48.95,94.315992
2,0,0,22,3,4078,466,26,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,300,0,300,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,3,4079,466,26,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,274.763,25.237,300,0.915877,0.084123,11,10,0,26.979,2.5237,25.237,NA
2,0,0,22,3,4080,466,26,3,RT,ArgTric,Treat(ArgTric.02.024)Post,265.999,34.002,300.001,0.887,0.113,23,22,0,28.02,1.545545,34.002,NA
2,0,0,22,3,4081,467,27,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,291.759,8.242,300.001,0.973,0.027,10,9,0,2.101,0.915778,NA,NA
2,0,0,22,3,4082,467,27,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,253.945,46.056,300.001,0.846481,0.153519,18,17,0,30.221,2.709176,37.814,4.587964
2,0,0,22,3,4083,467,27,3,RT,ArgTric,Treat(ArgTric.02.024)Post,262.135,37.866,300.001,0.874,0.126,24,24,0,78.9,1.57775,29.624,3.594273
2,0,0,22,3,4084,468,28,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,288.803,11.198,300.001,0.963,0.037,7,6,0,27.141,1.866333,NA,NA
2,0,0,22,3,4085,468,28,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,253.964,46.036,300,0.846547,0.153453,17,17,0,19.06,2.708,34.838,3.111091
2,0,0,22,3,4086,468,28,3,RT,ArgTric,Treat(ArgTric.02.024)Post,272.098,27.903,300.001,0.907,0.093,13,13,0,7.643,2.146385,16.705,1.491784
2,0,0,22,3,4087,469,29,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,3,4088,469,29,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,284.635,15.366,300.001,0.94878,0.05122,10,10,0,136.668,1.5366,15.366,NA
2,0,0,22,3,4089,469,29,3,RT,ArgTric,Treat(ArgTric.02.024)Post,264.167,35.834,300.001,0.881,0.119,24,23,0,11.462,1.558,35.834,NA
2,0,0,22,3,4090,470,30,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,297.384,2.617,300.001,0.991,0.009,4,3,0,23.4,0.872333,NA,NA
2,0,0,22,3,4091,470,30,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,264.403,35.598,300.001,0.88134,0.11866,21,21,1.481,0,1.695143,32.981,12.602598
2,0,0,22,3,4092,470,30,3,RT,ArgTric,Treat(ArgTric.02.024)Post,269.777,30.224,300.001,0.899,0.101,33,32,0,5.381,0.9445,27.607,10.549102
2,0,0,22,4,4093,471,31,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,289.786,10.215,300.001,0.966,0.034,5,4,0,21.48,2.55375,NA,NA
2,0,0,22,4,4094,471,31,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,290.26,9.741,300.001,0.96753,0.03247,6,5,0,167.541,1.9482,-0.474,-0.046402
2,0,0,22,4,4095,471,31,3,RT,ArgTric,Treat(ArgTric.02.024)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-10.215,-1
2,0,0,22,4,4096,472,32,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,177.282,122.719,300.001,0.591,0.409,45,44,0,23.161,2.789068,NA,NA
2,0,0,22,4,4097,472,32,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,223.305,76.696,300.001,0.744348,0.255652,28,28,3.761,0,2.739143,-46.023,-0.375028
2,0,0,22,4,4098,472,32,3,RT,ArgTric,Treat(ArgTric.02.024)Post,251.556,48.445,300.001,0.839,0.161,16,15,0,36.145,3.229667,-74.274,-0.605236
2,0,0,22,4,4099,473,33,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,270.257,29.744,300.001,0.901,0.099,10,9,0,9.064,3.304889,NA,NA
2,0,0,22,4,4100,473,33,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,261.285,38.716,300.001,0.870947,0.129053,17,16,0,55.088,2.41975,8.972,0.301641
2,0,0,22,4,4101,473,33,3,RT,ArgTric,Treat(ArgTric.02.024)Post,254.111,45.89,300.001,0.847,0.153,14,14,0,12.741,3.277857,16.146,0.542832
2,0,0,22,4,4102,474,34,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,240.886,59.115,300.001,0.803,0.197,18,18,7.08,0,3.284167,NA,NA
2,0,0,22,4,4103,474,34,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,244.793,55.208,300.001,0.815974,0.184026,14,14,0,8.262,3.943429,-3.907,-0.066092
2,0,0,22,4,4104,474,34,3,RT,ArgTric,Treat(ArgTric.02.024)Post,256.259,43.742,300.001,0.854,0.146,10,9,0,34.279,4.860222,-15.373,-0.260052
2,0,0,22,4,4105,475,35,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,280.782,19.219,300.001,0.936,0.064,10,9,0,8.881,2.135444,NA,NA
2,0,0,22,4,4106,475,35,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,295.64,4.36,300,0.985467,0.014533,4,3,0,59.999,1.453333,-14.859,-0.773141
2,0,0,22,4,4107,475,35,3,RT,ArgTric,Treat(ArgTric.02.024)Post,280.086,19.915,300.001,0.934,0.066,13,12,0,13.2,1.659583,0.696,0.036214
2,0,0,22,4,4108,476,36,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,298.98,1.02,300,0.997,0.003,2,1,0,213.561,1.02,NA,NA
2,0,0,22,4,4109,476,36,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,256.683,43.318,300.001,0.855607,0.144393,24,24,0,11,1.804917,42.298,41.468627
2,0,0,22,4,4110,476,36,3,RT,ArgTric,Treat(ArgTric.02.024)Post,264.443,35.558,300.001,0.881,0.119,17,18,1.7,0,1.975444,34.538,33.860784
2,0,0,22,4,4111,477,37,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,256.227,43.774,300.001,0.854,0.146,10,9,0,4.828,4.863778,NA,NA
2,0,0,22,4,4112,477,37,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,179.433,120.568,300.001,0.598108,0.401892,17,16,0,5.86,7.5355,76.794,1.754329
2,0,0,22,4,4113,477,37,3,RT,ArgTric,Treat(ArgTric.02.024)Post,241.113,58.888,300.001,0.804,0.196,22,21,0,13.219,2.80419,15.114,0.345273
2,0,0,22,4,4114,478,38,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,243.403,56.598,300.001,0.811,0.189,28,27,0,14.5,2.096222,NA,NA
2,0,0,22,4,4115,478,38,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,252.895,47.106,300.001,0.842981,0.157019,23,22,0,25.12,2.141182,-9.492,-0.167709
2,0,0,22,4,4116,478,38,3,RT,ArgTric,Treat(ArgTric.02.024)Post,269.474,30.527,300.001,0.898,0.102,13,13,0.84,0,2.348231,-26.071,-0.460635
2,0,0,22,4,4117,479,39,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,287.721,12.28,300.001,0.959,0.041,4,3,0,43.1,4.093333,NA,NA
2,0,0,22,4,4118,479,39,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,294.879,5.121,300,0.98293,0.01707,3,2,0,66.38,2.5605,-7.159,-0.58298
2,0,0,22,4,4119,479,39,3,RT,ArgTric,Treat(ArgTric.02.024)Post,291.571,8.43,300.001,0.972,0.028,5,4,0,33.3,2.1075,-3.85,-0.313518
2,0,0,22,4,4120,480,40,1,RT,ArgTric,Treat(ArgTric.02.024)Pre,292.061,7.94,300.001,0.974,0.026,3,2,0,167.921,3.97,NA,NA
2,0,0,22,4,4121,480,40,2,RT,ArgTric,Treat(ArgTric.02.024)Stim,282.135,17.866,300.001,0.940447,0.059553,7,6,0,120.661,2.977667,9.926,1.250126
2,0,0,22,4,4122,480,40,3,RT,ArgTric,Treat(ArgTric.02.024)Post,287.001,13,300.001,0.957,0.043,7,6,0,80.381,2.166667,5.06,0.63728
2,0,0,22,1,4123,481,1,1,RT,Tric.002,Treat(Tricain.0024)Pre,290.525,9.476,300.001,0.968,0.032,6,5,0,48.752,1.8952,NA,NA
2,0,0,22,1,4124,481,1,2,RT,Tric.002,Treat(Tricain.0024)Stim,284.944,15.057,300.001,0.94981,0.05019,9,8,0,26.02,1.882125,5.581,0.588962
2,0,0,22,1,4125,481,1,3,RT,Tric.002,Treat(Tricain.0024)Post,274.151,25.85,300.001,0.914,0.086,15,14,0,80.54,1.846429,16.374,1.727944
2,0,0,22,1,4126,482,2,1,RT,Tric.002,Treat(Tricain.0024)Pre,292.804,7.197,300.001,0.976,0.024,6,5,0,43.825,1.4394,NA,NA
2,0,0,22,1,4127,482,2,2,RT,Tric.002,Treat(Tricain.0024)Stim,298.747,1.253,300,0.995823,0.004177,2,1,0,182.027,1.253,-5.944,-0.8259
2,0,0,22,1,4128,482,2,3,RT,Tric.002,Treat(Tricain.0024)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-7.197,-1
2,0,0,22,1,4129,483,3,1,RT,Tric.002,Treat(Tricain.0024)Pre,294.621,5.38,300.001,0.982,0.018,2,1,0,189.62,5.38,NA,NA
2,0,0,22,1,4130,483,3,2,RT,Tric.002,Treat(Tricain.0024)Stim,294.362,5.638,300,0.981207,0.018793,4,3,0,239.161,1.879333,0.258,0.047955
2,0,0,22,1,4131,483,3,3,RT,Tric.002,Treat(Tricain.0024)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-5.38,-1
2,0,0,22,1,4132,484,4,1,RT,Tric.002,Treat(Tricain.0024)Pre,297.179,2.822,300.001,0.991,0.009,3,2,0,224.84,1.411,NA,NA
2,0,0,22,1,4133,484,4,2,RT,Tric.002,Treat(Tricain.0024)Stim,296.681,3.32,300.001,0.988933,0.011067,3,2,0,152.441,1.66,0.498,0.176471
