Filter_1,Year,Batch,Number,Individual_Total,Individual_Treat,Phase,Species,Treatment,Treatment_Name,Resting_seconds,Active_seconds,vid_length,Resting_prop,Active_prop,Resting_entries,Active_entries,Resting_first_entry_time,Active_first_entry_time,Active_per_period,Diff_Activity,Change_Activity
2,22,4,146,49,19,2,BB,C2,Treat(xCont)Stim,292.059,7.941,300,0.97353,0.02647,3,2,0,182.341,3.9705,-26.373,-0.768578
2,22,4,147,49,19,3,BB,C2,Treat(xCont)Post,254.181,45.82,300.001,0.847267,0.152733,21,20,0,58.919,2.291,11.506,0.335315
2,22,4,148,50,20,1,BB,C2,Treat(xCont)Pre,251.221,48.78,300.001,0.837401,0.162599,28,28,1.64,0,1.742143,,
2,22,4,149,50,20,2,BB,C2,Treat(xCont)Stim,252.159,47.842,300.001,0.840527,0.159473,24,23,0,19.26,2.080087,-0.938,-0.019229
2,22,4,150,50,20,3,BB,C2,Treat(xCont)Post,257.753,42.248,300.001,0.859174,0.140826,20,19,0,16.679,2.223579,-6.532,-0.133907
2,22,4,151,51,21,1,BB,C2,Treat(xCont)Pre,202.977,97.024,300.001,0.676588,0.323412,22,21,0,3.701,4.62019,,
2,22,4,152,51,21,2,BB,C2,Treat(xCont)Stim,205.071,94.93,300.001,0.683568,0.316432,18,17,0,13.68,5.584118,-2.094,-0.021582
2,22,4,153,51,21,3,BB,C2,Treat(xCont)Post,205.324,94.677,300.001,0.684411,0.315589,19,19,3.462,0,4.983,-2.347,-0.02419
2,22,4,154,52,22,1,BB,C2,Treat(xCont)Pre,255.022,44.979,300.001,0.85007,0.149929,18,17,0,2.041,2.645824,,
2,22,4,155,52,22,2,BB,C2,Treat(xCont)Stim,276.445,23.556,300.001,0.92148,0.07852,9,8,0,109.125,2.9445,-21.423,-0.476289
2,22,4,156,52,22,3,BB,C2,Treat(xCont)Post,260.497,39.504,300.001,0.86832,0.13168,13,13,0,34.08,3.038769,-5.475,-0.121723
2,22,5,157,53,23,1,BB,C2,Treat(xCont)Pre,151.455,148.545,300,0.50485,0.49515,5,5,0,4.681,29.709,,
2,22,5,158,53,23,2,BB,C2,Treat(xCont)Stim,222.175,77.826,300.001,0.740581,0.259419,15,14,0,27.961,5.559,-70.719,-0.476078
2,22,5,159,53,23,3,BB,C2,Treat(xCont)Post,216.343,83.658,300.001,0.721141,0.278859,18,17,0,6.301,4.921059,-64.887,-0.436817
2,22,5,160,54,24,1,BB,C2,Treat(xCont)Pre,177.725,122.276,300.001,0.592415,0.407585,15,14,0,13.425,8.734,,
2,22,5,161,54,24,2,BB,C2,Treat(xCont)Stim,138.55,161.45,300,0.461833,0.538167,19,19,10.641,0,8.497368,39.174,0.320374
2,22,5,162,54,24,3,BB,C2,Treat(xCont)Post,224.313,75.688,300.001,0.747708,0.252292,15,14,0,130.72,5.406286,-46.588,-0.381007
2,23,6,223,55,61,1,BB,C2,Treat(Cont)Pre,242.489,57.512,300.001,0.808294,0.191706,9,8,0,10.4,7.189,,
2,23,6,224,55,61,2,BB,C2,Treat(Cont)Stim,251.356,48.644,300,0.837853,0.162147,7,6,0,28.96,8.107333,-8.868,-0.154194
2,23,6,225,55,61,3,BB,C2,Treat(Cont)Post,230.229,69.771,300,0.76743,0.23257,8,7,0,6.5,9.967286,12.259,0.213156
2,23,6,226,56,62,1,BB,C2,Treat(Cont)Pre,194.087,105.913,300,0.646957,0.353043,13,13,8.201,0,8.147154,,
2,23,6,227,56,62,2,BB,C2,Treat(Cont)Stim,231.199,68.802,300.001,0.770661,0.229339,19,19,0,69.24,3.621158,-37.111,-0.350391
2,23,6,228,56,62,3,BB,C2,Treat(Cont)Post,199.109,100.891,300,0.663697,0.336303,23,22,0,10.68,4.585955,-5.022,-0.047416
2,23,6,229,57,63,1,BB,C2,Treat(Cont)Pre,263.701,36.299,300,0.879003,0.120997,7,6,0,73.461,6.049833,,
2,23,6,230,57,63,2,BB,C2,Treat(Cont)Stim,224.636,75.364,300,0.748787,0.251213,14,14,17.06,0,5.383143,39.065,1.0762
2,23,6,231,57,63,3,BB,C2,Treat(Cont)Post,209.505,90.495,300,0.69835,0.30165,10,9,0,9.721,10.055,54.196,1.493044
2,23,6,232,58,64,1,BB,C2,Treat(Cont)Pre,137.541,162.46,300.001,0.458468,0.541532,6,5,0,2.741,32.492,,
2,23,6,233,58,64,2,BB,C2,Treat(Cont)Stim,300,0,300,1,0,1,0,0,,0,-162.46,-1
2,23,6,234,58,64,3,BB,C2,Treat(Cont)Post,257.981,42.02,300.001,0.859934,0.140066,5,4,0,3.42,10.505,-120.44,-0.741352
2,23,6,235,59,65,1,BB,C2,Treat(Cont)Pre,224.265,75.735,300,0.74755,0.25245,8,7,0,12.281,10.819286,,
2,23,6,236,59,65,2,BB,C2,Treat(Cont)Stim,277.728,22.272,300,0.92576,0.07424,8,7,0,112.645,3.181714,-53.463,-0.705922
2,23,6,237,59,65,3,BB,C2,Treat(Cont)Post,250.258,49.742,300,0.834193,0.165807,9,8,0,68.742,6.21775,-25.993,-0.34321
2,23,6,238,60,66,1,BB,C2,Treat(Cont)Pre,289.501,10.5,300.001,0.965,0.035,2,1,0,238.641,10.5,,
2,23,6,239,60,66,2,BB,C2,Treat(Cont)Stim,253.659,46.341,300,0.84553,0.15447,5,4,0,33.78,11.58525,35.841,3.413429
2,23,6,240,60,66,3,BB,C2,Treat(Cont)Post,279.514,20.486,300,0.931713,0.068287,4,3,0,14.94,6.828667,9.986,0.951048
2,23,6,241,61,67,1,BB,C2,Treat(Cont)Pre,254.307,45.693,300,0.84769,0.15231,17,17,7.58,0,2.687824,,
2,23,6,242,61,67,2,BB,C2,Treat(Cont)Stim,257.476,42.524,300,0.858253,0.141747,19,18,0,36.661,2.362444,-3.169,-0.069354
2,23,6,243,61,67,3,BB,C2,Treat(Cont)Post,241.669,58.331,300,0.805563,0.194437,26,26,0,8.08,2.2435,12.638,0.276585
2,23,6,244,62,68,1,BB,C2,Treat(Cont)Pre,236.116,63.885,300.001,0.787051,0.212949,11,10,0,41.564,6.3885,,
2,23,6,245,62,68,2,BB,C2,Treat(Cont)Stim,239.836,60.164,300,0.799453,0.200547,15,14,0,79.72,4.297429,-3.721,-0.058245
2,23,6,246,62,68,3,BB,C2,Treat(Cont)Post,211.339,88.661,300,0.704463,0.295537,15,15,9.286,0,5.910733,24.776,0.387822
2,23,6,247,63,69,1,BB,C2,Treat(Cont)Pre,269.274,30.726,300,0.89758,0.10242,5,4,0,114.345,7.6815,,
2,23,6,248,63,69,2,BB,C2,Treat(Cont)Stim,264.908,35.093,300.001,0.883024,0.116976,4,3,0,126.861,11.697667,4.367,0.142127
2,23,6,249,63,69,3,BB,C2,Treat(Cont)Post,238.79,61.21,300,0.795967,0.204033,8,7,0,10.524,8.744286,30.484,0.992124
2,23,6,250,64,70,1,BB,C2,Treat(Cont)Pre,231.103,68.897,300,0.770343,0.229657,13,12,0,31.302,5.741417,,
2,23,6,251,64,70,2,BB,C2,Treat(Cont)Stim,259.189,40.811,300,0.863963,0.136037,8,8,0,92.08,5.101375,-28.086,-0.407652
2,23,6,252,64,70,3,BB,C2,Treat(Cont)Post,251.865,48.135,300,0.83955,0.16045,11,10,0,35.22,4.8135,-20.762,-0.301348
2,23,7,253,65,71,1,BB,C2,Treat(Cont)Pre,205.588,94.413,300.001,0.685291,0.314709,10,9,0,14.801,10.490333,,
2,23,7,254,65,71,2,BB,C2,Treat(Cont)Stim,239.139,60.862,300.001,0.797127,0.202873,11,11,1.98,0,5.532909,-33.551,-0.355364
2,23,7,255,65,71,3,BB,C2,Treat(Cont)Post,230.626,69.374,300,0.768753,0.231247,11,10,0,10.139,6.9374,-25.039,-0.265207
2,23,7,256,66,72,1,BB,C2,Treat(Cont)Pre,150.73,149.271,300.001,0.502432,0.497568,16,16,0,2.121,9.329437,,
2,23,7,257,66,72,2,BB,C2,Treat(Cont)Stim,176.994,123.007,300.001,0.589978,0.410022,18,17,0,0.966,7.235706,-26.264,-0.175948
2,23,7,258,66,72,3,BB,C2,Treat(Cont)Post,213.094,86.906,300,0.710313,0.289687,15,15,0,13.539,5.793733,-62.365,-0.417797
2,23,7,259,67,73,1,BB,C2,Treat(Cont)Pre,214.029,85.972,300.001,0.713428,0.286572,16,16,0,23.366,5.37325,,
2,23,7,260,67,73,2,BB,C2,Treat(Cont)Stim,213.113,86.888,300.001,0.710374,0.289626,13,12,0,31.707,7.240667,0.916,0.010655
2,23,7,261,67,73,3,BB,C2,Treat(Cont)Post,199.978,100.022,300,0.666593,0.333407,20,20,0,16.54,5.0011,14.05,0.163425
2,23,7,262,68,74,1,BB,C2,Treat(Cont)Pre,198.222,101.779,300.001,0.660738,0.339262,14,13,0,5.821,7.829154,,
2,23,7,263,68,74,2,BB,C2,Treat(Cont)Stim,200.656,99.345,300.001,0.668851,0.331149,18,18,0,39.741,5.519167,-2.434,-0.023915
2,23,7,264,68,74,3,BB,C2,Treat(Cont)Post,220.025,79.975,300,0.733417,0.266583,13,12,0,5.279,6.664583,-21.804,-0.214229
2,23,7,265,69,75,1,BB,C2,Treat(Cont)Pre,208.421,91.58,300.001,0.694734,0.305266,10,9,0,16.4,10.175556,,
2,23,7,266,69,75,2,BB,C2,Treat(Cont)Stim,263.126,36.875,300.001,0.877084,0.122916,9,8,0,103.643,4.609375,-54.705,-0.597347
2,23,7,267,69,75,3,BB,C2,Treat(Cont)Post,226.537,73.464,300.001,0.755121,0.244879,18,17,0,9.7,4.321412,-18.116,-0.197816
2,23,7,268,70,76,1,BB,C2,Treat(Cont)Pre,235.279,64.722,300.001,0.784261,0.215739,5,4,0,81.501,16.1805,,
2,23,7,269,70,76,2,BB,C2,Treat(Cont)Stim,243.131,56.87,300.001,0.810434,0.189566,9,8,0,108.959,7.10875,-7.852,-0.121319
2,23,7,270,70,76,3,BB,C2,Treat(Cont)Post,241.603,58.397,300,0.805343,0.194657,9,8,0,11.548,7.299625,-6.325,-0.097726
2,23,7,271,71,77,1,BB,C2,Treat(Cont)Pre,187.211,112.79,300.001,0.624035,0.375965,17,16,0,60.361,7.049375,,
2,23,7,272,71,77,2,BB,C2,Treat(Cont)Stim,218.178,81.823,300.001,0.727258,0.272742,10,9,0,24.283,9.091444,-30.967,-0.274554
2,23,7,273,71,77,3,BB,C2,Treat(Cont)Post,227.311,72.689,300,0.757703,0.242297,11,10,0,21.381,7.2689,-40.101,-0.355537
2,23,7,274,72,78,1,BB,C2,Treat(Cont)Pre,238.299,61.702,300.001,0.794327,0.205673,16,15,0,23.985,4.113467,,
2,23,7,275,72,78,2,BB,C2,Treat(Cont)Stim,222.711,77.29,300.001,0.742368,0.257632,17,17,0,17.439,4.546471,15.588,0.252634
2,23,7,276,72,78,3,BB,C2,Treat(Cont)Post,211.963,88.038,300.001,0.706541,0.293459,14,13,0,7.345,6.772154,26.336,0.426826
2,23,7,277,73,79,1,BB,C2,Treat(Cont)Pre,149.838,150.163,300.001,0.499458,0.500542,15,14,0,22.82,10.725929,,
2,23,7,278,73,79,2,BB,C2,Treat(Cont)Stim,145.098,154.903,300.001,0.483658,0.516342,11,11,0,48.46,14.082091,4.74,0.031566
2,23,7,279,73,79,3,BB,C2,Treat(Cont)Post,132.429,167.571,300,0.44143,0.55857,7,8,14.74,0,20.946375,17.408,0.115927
2,23,7,280,74,80,1,BB,C2,Treat(Cont)Pre,185.991,114.01,300.001,0.619968,0.380032,18,18,6.781,0,6.333889,,
2,23,7,281,74,80,2,BB,C2,Treat(Cont)Stim,209.135,90.866,300.001,0.697114,0.302886,19,18,0,12.486,5.048111,-23.144,-0.203
2,23,7,282,74,80,3,BB,C2,Treat(Cont)Post,236.753,63.247,300,0.789177,0.210823,12,12,3.559,0,5.270583,-50.763,-0.44525
2,22,2,1213,325,1,1,BB,Arg.2,Treat(Arg.2)Pre,237.065,62.936,300.001,0.79,0.21,25,24,0,11.462,2.622333,,
2,22,1,1214,325,1,2,BB,Arg.2,Treat(Arg.2)Stim,246.801,53.2,300.001,0.822667,0.177333,21,20,0,4.581,2.66,-9.736,-0.154697
2,22,1,1215,325,1,3,BB,Arg.2,Treat(Arg.2)Post,228.03,71.97,300,0.76,0.24,23,22,0,8.7,3.271364,9.034,0.143543
2,22,1,1216,326,2,1,BB,Arg.2,Treat(Arg.2)Pre,286.929,13.072,300.001,0.956,0.044,6,5,0,21.105,2.6144,,
2,22,1,1217,326,2,2,BB,Arg.2,Treat(Arg.2)Stim,275.417,24.584,300.001,0.918054,0.081946,6,5,0,21.361,4.9168,11.512,0.880661
2,22,1,1218,326,2,3,BB,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,,0,-13.072,-1
2,22,1,1219,327,3,1,BB,Arg.2,Treat(Arg.2)Pre,274.649,25.352,300.001,0.915,0.085,9,8,0,10.079,3.169,,
2,22,1,1220,327,3,2,BB,Arg.2,Treat(Arg.2)Stim,296.923,3.077,300,0.989743,0.010257,2,1,0,23.624,3.077,-22.275,-0.878629
2,22,1,1221,327,3,3,BB,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,,0,-25.352,-1
2,22,1,1222,328,4,1,BB,Arg.2,Treat(Arg.2)Pre,231.855,68.146,300.001,0.773,0.227,18,18,0,23.501,3.785889,,
2,22,1,1223,328,4,2,BB,Arg.2,Treat(Arg.2)Stim,239.616,60.385,300.001,0.798717,0.201283,12,11,0,2.225,5.489545,-7.761,-0.113888
2,22,1,1224,328,4,3,BB,Arg.2,Treat(Arg.2)Post,227.753,72.247,300,0.759,0.241,26,26,0,19.846,2.778731,4.101,0.06018
2,22,1,1225,329,5,1,BB,Arg.2,Treat(Arg.2)Pre,264.497,35.504,300.001,0.882,0.118,9,8,0,8.46,4.438,,
2,22,1,1226,329,5,2,BB,Arg.2,Treat(Arg.2)Stim,260.077,39.924,300.001,0.86692,0.13308,12,11,0,7.78,3.629455,4.42,0.124493
2,22,1,1227,329,5,3,BB,Arg.2,Treat(Arg.2)Post,253.171,46.829,300,0.844,0.156,13,13,0,17.542,3.602231,11.325,0.318978
2,22,1,1228,330,6,1,BB,Arg.2,Treat(Arg.2)Pre,241.145,58.856,300.001,0.804,0.196,14,13,0,13.181,4.527385,,
2,22,1,1229,330,6,2,BB,Arg.2,Treat(Arg.2)Stim,242.366,57.635,300.001,0.807884,0.192116,20,20,0,14.784,2.88175,-1.221,-0.020746
2,22,1,1230,330,6,3,BB,Arg.2,Treat(Arg.2)Post,251.615,48.386,300.001,0.839,0.161,14,13,0,2.741,3.722,-10.47,-0.177892
2,22,1,1231,331,7,1,BB,Arg.2,Treat(Arg.2)Pre,254.136,45.865,300.001,0.847,0.153,13,12,0,10.96,3.822083,,
2,22,1,1232,331,7,2,BB,Arg.2,Treat(Arg.2)Stim,254.402,45.599,300.001,0.848004,0.151996,15,14,0,16.625,3.257071,-0.266,-0.0058
2,22,1,1233,331,7,3,BB,Arg.2,Treat(Arg.2)Post,260.018,39.983,300.001,0.867,0.133,11,10,0,28.941,3.9983,-5.882,-0.128246
2,22,1,1234,332,8,1,BB,Arg.2,Treat(Arg.2)Pre,291.821,8.18,300.001,0.973,0.027,3,2,0,119.561,4.09,,
2,22,1,1235,332,8,2,BB,Arg.2,Treat(Arg.2)Stim,270.45,29.551,300.001,0.901497,0.098503,7,6,0,43.68,4.925167,21.371,2.612592
2,22,1,1236,332,8,3,BB,Arg.2,Treat(Arg.2)Post,254.073,45.928,300.001,0.847,0.153,7,7,0,8.764,6.561143,37.748,4.61467
2,22,1,1237,333,9,1,BB,Arg.2,Treat(Arg.2)Pre,250.016,49.985,300.001,0.833,0.167,11,11,7.48,0,4.544091,,
2,22,1,1238,333,9,2,BB,Arg.2,Treat(Arg.2)Stim,253.943,46.058,300.001,0.846474,0.153526,12,12,1.341,0,3.838167,-3.927,-0.078564
2,22,1,1239,333,9,3,BB,Arg.2,Treat(Arg.2)Post,235.504,64.497,300.001,0.785,0.215,11,10,0,18.34,6.4497,14.512,0.290327
2,22,1,1240,334,10,1,BB,Arg.2,Treat(Arg.2)Pre,257.513,42.488,300.001,0.858,0.142,11,10,0,25.201,4.2488,,
2,22,1,1241,334,10,2,BB,Arg.2,Treat(Arg.2)Stim,245.616,54.385,300.001,0.818717,0.181283,16,15,0,1.201,3.625667,11.897,0.280008
2,22,1,1242,334,10,3,BB,Arg.2,Treat(Arg.2)Post,254.89,45.111,300.001,0.85,0.15,13,12,0,10.46,3.75925,2.623,0.061735
2,22,2,1243,335,11,1,BB,Arg.2,Treat(Arg.2)Pre,187.66,112.341,300.001,0.626,0.374,26,25,0,12.443,4.49364,,
2,22,2,1244,335,11,2,BB,Arg.2,Treat(Arg.2)Stim,221.281,78.72,300.001,0.737601,0.262399,22,22,0,2.963,3.578182,-33.621,-0.299276
2,22,2,1245,335,11,3,BB,Arg.2,Treat(Arg.2)Post,224.974,75.026,300,0.75,0.25,17,17,6.9,0,4.413294,-37.315,-0.332158
2,22,2,1246,336,12,1,BB,Arg.2,Treat(Arg.2)Pre,249.76,50.241,300.001,0.833,0.167,17,17,2,0,2.955353,,
2,22,2,1247,336,12,2,BB,Arg.2,Treat(Arg.2)Stim,246.705,53.296,300.001,0.822347,0.177653,15,15,7.441,0,3.553067,3.055,0.060807
2,22,2,1248,336,12,3,BB,Arg.2,Treat(Arg.2)Post,270.618,29.382,300,0.902,0.098,9,8,0,148.166,3.67275,-20.859,-0.415179
2,22,2,1249,337,13,1,BB,Arg.2,Treat(Arg.2)Pre,272.325,27.676,300.001,0.908,0.092,3,2,0,101.9,13.838,,
2,22,2,1250,337,13,2,BB,Arg.2,Treat(Arg.2)Stim,274.26,25.741,300.001,0.914197,0.085803,3,2,0,45.16,12.8705,-1.935,-0.069916
2,22,2,1251,337,13,3,BB,Arg.2,Treat(Arg.2)Post,292.563,7.437,300,0.975,0.025,2,1,0,28.145,7.437,-20.239,-0.731283
2,22,2,1252,338,14,1,BB,Arg.2,Treat(Arg.2)Pre,237.572,62.429,300.001,0.792,0.208,26,25,0,26.681,2.49716,,
2,22,2,1253,338,14,2,BB,Arg.2,Treat(Arg.2)Stim,187.457,112.544,300.001,0.624855,0.375145,40,39,0,13.503,2.885744,50.115,0.802752
2,22,2,1254,338,14,3,BB,Arg.2,Treat(Arg.2)Post,176.148,123.853,300.001,0.587,0.413,50,50,0,2.001,2.47706,61.424,0.983902
2,22,2,1255,339,15,1,BB,Arg.2,Treat(Arg.2)Pre,279.957,20.044,300.001,0.933,0.067,4,4,0,66.381,5.011,,
2,22,2,1256,339,15,2,BB,Arg.2,Treat(Arg.2)Stim,255.805,44.196,300.001,0.85268,0.14732,12,11,0,22.769,4.017818,24.152,1.204949
2,22,2,1257,339,15,3,BB,Arg.2,Treat(Arg.2)Post,257.361,42.64,300.001,0.858,0.142,5,4,0,27.526,10.66,22.596,1.12732
2,22,2,1258,340,16,1,BB,Arg.2,Treat(Arg.2)Pre,273.972,26.029,300.001,0.913,0.087,8,7,0,28.221,3.718429,,
2,22,2,1259,340,16,2,BB,Arg.2,Treat(Arg.2)Stim,284.141,15.86,300.001,0.947134,0.052866,5,4,0,45.501,3.965,-10.169,-0.39068
2,22,2,1260,340,16,3,BB,Arg.2,Treat(Arg.2)Post,289.501,10.5,300.001,0.965,0.035,2,1,0,142.201,10.5,-15.529,-0.596604
2,22,2,1261,341,17,1,BB,Arg.2,Treat(Arg.2)Pre,275.197,24.804,300.001,0.917,0.083,10,9,0,63.101,2.756,,
2,22,2,1262,341,17,2,BB,Arg.2,Treat(Arg.2)Stim,265.637,34.364,300.001,0.885454,0.114546,11,10,0,12.041,3.4364,9.56,0.385422
2,22,2,1263,341,17,3,BB,Arg.2,Treat(Arg.2)Post,270.297,29.704,300.001,0.901,0.099,7,6,0,75.381,4.950667,4.9,0.197549
2,22,2,1264,342,18,1,BB,Arg.2,Treat(Arg.2)Pre,261.402,38.599,300.001,0.871,0.129,10,9,0,38.789,4.288778,,
2,22,2,1265,342,18,2,BB,Arg.2,Treat(Arg.2)Stim,268.964,31.037,300.001,0.896544,0.103456,14,13,0,24.625,2.387462,-7.562,-0.195912
2,22,2,1266,342,18,3,BB,Arg.2,Treat(Arg.2)Post,258.761,41.24,300.001,0.863,0.137,12,11,0,14.421,3.749091,2.641,0.068421
2,22,2,1267,343,19,1,BB,Arg.2,Treat(Arg.2)Pre,251.127,48.874,300.001,0.837,0.163,15,14,0,48.341,3.491,,
2,22,2,1268,343,19,2,BB,Arg.2,Treat(Arg.2)Stim,254.353,45.648,300.001,0.847841,0.152159,16,15,0,5.66,3.0432,-3.226,-0.066006
2,22,2,1269,343,19,3,BB,Arg.2,Treat(Arg.2)Post,254.364,45.637,300.001,0.848,0.152,14,13,0,1.201,3.510538,-3.237,-0.066232
2,22,2,1270,344,20,1,BB,Arg.2,Treat(Arg.2)Pre,228.095,71.906,300.001,0.76,0.24,33,32,0,9.926,2.247063,,
2,22,2,1271,344,20,2,BB,Arg.2,Treat(Arg.2)Stim,231.612,68.389,300.001,0.772037,0.227963,34,33,0,3.782,2.072394,-3.517,-0.048911
2,22,2,1272,344,20,3,BB,Arg.2,Treat(Arg.2)Post,224.17,75.831,300.001,0.747,0.253,30,29,0,4.181,2.614862,3.925,0.054585
2,22,3,1273,345,21,1,BB,Arg.2,Treat(Arg.2)Pre,113.605,186.396,300.001,0.379,0.621,21,22,6.161,0,8.472545,,
2,22,3,1274,345,21,2,BB,Arg.2,Treat(Arg.2)Stim,136.188,163.813,300.001,0.453958,0.546042,17,16,0,4.102,10.238312,-22.583,-0.121156
2,22,3,1275,345,21,3,BB,Arg.2,Treat(Arg.2)Post,126.033,173.968,300.001,0.42,0.58,21,22,2.96,0,7.907636,-12.428,-0.066675
2,22,3,1276,346,22,1,BB,Arg.2,Treat(Arg.2)Pre,205.45,94.551,300.001,0.685,0.315,15,14,0,7.18,6.753643,,
2,22,3,1277,346,22,2,BB,Arg.2,Treat(Arg.2)Stim,207.723,92.278,300.001,0.692408,0.307592,11,12,21.788,0,7.689833,-2.273,-0.02404
2,22,3,1278,346,22,3,BB,Arg.2,Treat(Arg.2)Post,171.786,128.215,300.001,0.573,0.427,16,16,0,18.041,8.013438,33.664,0.356041
2,22,3,1279,347,23,1,BB,Arg.2,Treat(Arg.2)Pre,158.012,141.989,300.001,0.527,0.473,23,23,1.925,0,6.173435,,
2,22,3,1280,347,23,2,BB,Arg.2,Treat(Arg.2)Stim,203.025,96.976,300.001,0.676748,0.323252,20,20,0,18.225,4.8488,-45.013,-0.317018
2,22,3,1281,347,23,3,BB,Arg.2,Treat(Arg.2)Post,140.677,159.324,300.001,0.469,0.531,28,27,0,15.261,5.900889,17.335,0.122087
2,22,3,1282,348,24,1,BB,Arg.2,Treat(Arg.2)Pre,153.808,146.193,300.001,0.513,0.487,7,7,0,1.059,20.884714,,
2,22,3,1283,348,24,2,BB,Arg.2,Treat(Arg.2)Stim,199.922,100.079,300.001,0.666404,0.333596,11,10,0,4.323,10.0079,-46.114,-0.315432
2,22,3,1284,348,24,3,BB,Arg.2,Treat(Arg.2)Post,192.35,107.651,300.001,0.641,0.359,16,15,0,3.263,7.176733,-38.542,-0.263638
2,22,3,1285,349,25,1,BB,Arg.2,Treat(Arg.2)Pre,245.496,54.505,300.001,0.818,0.182,15,14,0,53.521,3.893214,,
2,22,3,1286,349,25,2,BB,Arg.2,Treat(Arg.2)Stim,243.454,56.547,300.001,0.811511,0.188489,11,10,0,5.383,5.6547,2.042,0.037464
2,22,3,1287,349,25,3,BB,Arg.2,Treat(Arg.2)Post,193.12,106.881,300.001,0.644,0.356,15,14,0,13.041,7.634357,52.376,0.960939
2,22,3,1288,350,26,1,BB,Arg.2,Treat(Arg.2)Pre,163.677,136.324,300.001,0.546,0.454,29,28,0,5.82,4.868714,,
2,22,3,1289,350,26,2,BB,Arg.2,Treat(Arg.2)Stim,224.384,75.617,300.001,0.747944,0.252056,18,18,4.464,0,4.200944,-60.707,-0.445314
2,22,3,1290,350,26,3,BB,Arg.2,Treat(Arg.2)Post,162.215,137.786,300.001,0.541,0.459,25,25,0,14.281,5.51144,1.462,0.010724
2,22,3,1291,351,27,1,BB,Arg.2,Treat(Arg.2)Pre,277.027,22.974,300.001,0.923,0.077,8,8,0,40.401,2.87175,,
2,22,3,1292,351,27,2,BB,Arg.2,Treat(Arg.2)Stim,290.903,9.098,300.001,0.969673,0.030327,4,3,0,14.406,3.032667,-13.876,-0.603987
2,22,3,1293,351,27,3,BB,Arg.2,Treat(Arg.2)Post,260.487,39.514,300.001,0.868,0.132,10,9,0,9.201,4.390444,16.54,0.719944
2,22,3,1294,352,28,1,BB,Arg.2,Treat(Arg.2)Pre,258.127,41.874,300.001,0.86,0.14,13,13,2.182,0,3.221077,,
2,22,3,1295,352,28,2,BB,Arg.2,Treat(Arg.2)Stim,263.503,36.498,300.001,0.87834,0.12166,14,13,0,120.761,2.807538,-5.376,-0.128385
2,22,3,1296,352,28,3,BB,Arg.2,Treat(Arg.2)Post,254.584,45.417,300.001,0.849,0.151,12,12,1.584,0,3.78475,3.543,0.084611
2,22,3,1297,353,29,1,BB,Arg.2,Treat(Arg.2)Pre,212.865,87.136,300.001,0.71,0.29,48,48,0.84,0,1.815333,,
2,22,3,1298,353,29,2,BB,Arg.2,Treat(Arg.2)Stim,224.34,75.661,300.001,0.747798,0.252202,38,38,1.4,0,1.991079,-11.475,-0.131691
2,22,3,1299,353,29,3,BB,Arg.2,Treat(Arg.2)Post,249.819,50.182,300.001,0.833,0.167,27,26,0,17.444,1.930077,-36.954,-0.424096
2,22,3,1300,354,30,1,BB,Arg.2,Treat(Arg.2)Pre,214.252,85.749,300.001,0.714,0.286,38,37,0,6.541,2.317541,,
2,22,3,1301,354,30,2,BB,Arg.2,Treat(Arg.2)Stim,223.853,76.148,300.001,0.746174,0.253826,27,28,4.52,0,2.719571,-9.601,-0.111966
2,22,3,1302,354,30,3,BB,Arg.2,Treat(Arg.2)Post,208.104,91.897,300.001,0.694,0.306,41,40,3.142,0,2.297425,6.148,0.071698
2,22,4,1303,355,31,1,BB,Arg.2,Treat(Arg.2)Pre,191.51,108.491,300.001,0.638,0.362,12,11,0,29.446,9.862818,,
2,22,4,1304,355,31,2,BB,Arg.2,Treat(Arg.2)Stim,241.395,58.606,300.001,0.804647,0.195353,10,9,0,20.021,6.511778,-49.885,-0.459808
2,22,4,1305,355,31,3,BB,Arg.2,Treat(Arg.2)Post,213.016,86.984,300,0.71,0.29,7,6,0,22.385,14.497333,-21.507,-0.198238
2,22,4,1306,356,32,1,BB,Arg.2,Treat(Arg.2)Pre,87.721,212.28,300.001,0.292,0.708,16,16,0,6.841,13.2675,,
2,22,4,1307,356,32,2,BB,Arg.2,Treat(Arg.2)Stim,129.775,170.226,300.001,0.432582,0.567418,11,11,0,30.641,15.475091,-42.054,-0.198106
2,22,4,1308,356,32,3,BB,Arg.2,Treat(Arg.2)Post,72.375,227.626,300.001,0.241,0.759,15,15,8.721,0,15.175067,15.346,0.072291
2,22,4,1309,357,33,1,BB,Arg.2,Treat(Arg.2)Pre,178.074,121.927,300.001,0.594,0.406,39,37,0,28.941,3.295324,,
2,22,4,1310,357,33,2,BB,Arg.2,Treat(Arg.2)Stim,242.304,57.697,300.001,0.807677,0.192323,24,23,0,78.56,2.508565,-64.23,-0.526791
2,22,4,1311,357,33,3,BB,Arg.2,Treat(Arg.2)Post,234.546,65.454,300,0.782,0.218,32,31,0,97.926,2.111419,-56.473,-0.463171
2,22,4,1312,358,34,1,BB,Arg.2,Treat(Arg.2)Pre,163.672,136.329,300.001,0.546,0.454,17,17,0,15.882,8.019353,,
2,22,4,1313,358,34,2,BB,Arg.2,Treat(Arg.2)Stim,194.925,105.076,300.001,0.649748,0.350252,9,9,0,10.363,11.675111,-31.253,-0.229247
